"Handle","Title","Body","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Grams","Variant Inventory Tracker","Variant Inventory Quantity","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare at Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Variant Image","Variant Weight Unit","Variant Tax Code","SEO Title ","SEO Description","Collection"
"LOT-PK-PL","Pink Lotus Card","Pink Lotus Flower","LOT-PK-PL","
Greeting Card With Matching Envelope","Lotus, Lotus Flower, Flowers, Pink Flowers, Pink Lotus","","Category1","Plain Cards","Category2","Nature Cards","","","","","993","deny","manual","3.5","","1","1","","LOT-PK326.jpg","","","","LOT-PKb327.jpg","lb","","","",""
"SAR-SIT-PL","Saraswati Card","Saraswati, Goddess of Creativity, Inspiration, and Language Card","SAR-SIT-PL","
Greeting Card With Matching Envelope","Saraswati, Hindu Goddess Saraswati, Hindu Goddess, Music, Art, Literature, Creation.","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","SAR-SIT981.jpg","","","","SAR-SITb980.jpg","lb","","","",""
"AUT-FOR-PL","Autumn Forest Card","Autumn Forest Card, A Bright Path In a Forest, Photo by Larisa Koshkina","AUT-FOR-PL","
Greeting Card With Matching Envelope","autumn, fall, falling leaves, trees, forest, woods, autumn woods, bright, path, forest path","","Category1","Plain Cards","Category2","Nature Cards","","","0.1","","995","deny","manual","3.5","","1","1","","AUT-FOR337.jpg","","","","AUT-FORb338.jpg","lb","","","",""
"GIFT-EMB","The Gift Embellished Card","The Gift
Greeting Card Embellished With Glitter and Crystals.","GIFT-EMB","
 ","gifts, presents, offering, bounty, blesings","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","992","deny","manual","8","","1","1","","GIFT390.jpg","","","","GIFT-B.jpeg","lb","","","",""
"SHAK-4-CL-PL","Shakti, Divine Feminine Creative Force Card","Goddess Shakti, Divine Feminine Creative Force Card","SHAK-4-CL-PL","
Greeting Card With Matching Envelope","Shakti, creatrix, divine feminine power, divine creator, creation, goddesses","","Category1","Plain Cards","Category2","Art Cards","","","","","986","deny","manual","3.5","","1","1","","SHAK-4-CL746.jpg","","","","SHAK-4-CLb072.jpg","lb","","","",""
"SHAK-4-GN-PL","Shakti, Divine Feminine Creative Force Card","Shakti, Divine Feminine Creative Force","SHAK-4-GN-PL","
Greeting Card With White Envelope","Shakti, divine creative force, creatrix, divine principle","","Category1","Plain Cards","Category2","Art Cards","","","","","994","deny","manual","3","","1","1","","SHAK-4-GN075.jpg","","","","SHAK-4-GNb076.jpg","lb","","","",""
"SHAK-4-CL-EMB","SHAKTI, Divine Feminine Creative Force Embellished Card","Sahkti, Divine Feminine Creative Force","SHAK-4-CL-EMB","
Greeitng Card, hand-embellished with glitter and crystals, with matching envelope.","shakti, divine feminine, feminine creative power, goddess, divine dance, manifestation","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","985","deny","manual","8","","1","1","","SHAK-4-CL371.jpg","","","","SHAK-4-CLb372.jpg","lb","","","",""
"SHAK-2-CL-PL","Shakti, Divine Feminine Creative Force Card","Goddess Shakti, Divine Feminine Creative Force Card","SHAK-2-CL-PL","
Greeting Card With Matching Envelope","shakti, divine feminine creatrix, feminine creative power, goddesses","","Category1","Plain Cards","Category2","Art Cards","","","","","973","deny","manual","3.5","","1","1","","SHAK-2-CL742.jpg","","","","SHAK-2-CLb741.jpg","lb","","","",""
"PASQ-PL","San Pasqual Card","San Pasqual, Patron of Cooks","PASQ-PL","
Greeting Card With White Envelope","Pasqual, Patron of Cooks, cooking, saints","","Category1","Plain Cards","Category2","","","","","","1000","deny","manual","3","","1","1","","PASQ1.jpeg","","","","PASQ-B1.jpeg","lb","","","",""
"FISH-PL","Keeper of The Fish Card","Keeper of The Fish by Frances Perea","FISH-PL","
Greeting Card With White Envelope","fish, ocean, frances perea, nautical, sea","","Category1","Plain Cards","Category2","","","","","","1000","deny","manual","3","","1","1","","FISH1.jpeg","","","","FISH-B1.jpeg","lb","","","",""
"FOK-AN-EMB","Folk Angel Embellished Card","Folk Angel by Frances Perea","FOK-AN-EMB","
Greeting Card Hand-Embellished With Glitter and Cryastals, With Matching Envelope","Folk angel, angels, folk art, frances perea","","Category1","Embellished Cards","Category2","","","","","","1000","deny","manual","8","","1","1","","FOK-AN.jpeg","","","","FOK-AN-B.jpeg","lb","","","",""
"FRAN-FP-EMB","Saint Francis Embellished Card","Saint Francis by Frances Perea","FRAN-FP-EMB","
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching Envelope","Saint Francis, Francis of Asissi, Protector of Animals","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","996","deny","manual","8","","1","1","","FRAN-FP1.jpeg","","","","FRAN-FP-B.jpeg","lb","","","",""
"LAK-PB-EMB","Goddess Lakshmi Embellished Card","Goddess Lakshmi by Artist Patti Blair
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching Envelope","LAK-PB-EMB","
Lakshimi - Goddess of Love, Beauty, and Prosperity","Goddess Lakshmi, Goddess of Love, Goddess of Beauty, Goddess of Prosperity, Abundance, Wealth, Riches","","Category1","Embellished Cards","Category2","Hindu Cards","","","","","984","deny","manual","8","","1","1","","LAK-PB391.jpg","","","","LAK-PB-B.jpeg","lb","","","",""
"BUD-HD-EMB"," Buddha Head, Embellished Card","Buddha's Golden Head Embellished Card","BUD-HD-EMB","
Greeting Card, Hand-Embellished With Glitter and Crystals, With Matching Envelope","Buddha, Head, Buddha's Head, Siddhartha, Golden Head, Lord Buddha, Gold, crystals, glitter","","Category1","Embellished Cards","Category2","Buddhist Cards","","","","","924","deny","manual","8","","1","1","","BUD-HD-EMB455.jpg","","","","GT-2-EMBb459.jpg","lb","","","",""
"BUD-BEL-EMB","The Buddha Embellished Card","Buddha's ""Do Not Believe in Anything"" ","BUD-BEL-EMB","
Greeting Card, Hand-Embellished With Crystals and Glitter, With Matching Envelope","The Buddha, Siddhartha","","Category1","Embellished Cards","Category2","Buddhist Cards","","","0.1","","955","deny","manual","8","","1","1","","BUD-BEL369.jpg","","","","BUD-BELb370.jpg","lb","","","",""
"MAR-MIR","Miraculous Mary Card","Miraculous Mary By Charles B. Chambers","MAR-MIR","
Greeting Card With Matching Envelope","Miraculous Mary, Mary, Mother Mary, Virgin Mary, Charles Chambers, Mother of God, The Virgin","","Category1","Plain Cards","Category2","Christian Cards","","","","","973","deny","manual","3.5","","1","1","","MAR-MIR810.jpg","","","","MAR-MIR-B.jpeg","lb","","","",""
"GAN-OR","Lord Ganesh Card","Lord Ganesh, Remover of Obstacles Card","GAN-OR","
Greeting Card With Matching Envelope","Ganesh, Hindu God Ganesh, Ganesha, Lord Ganesh, Elephant-Faced God, Hindu Elephant God, Remover of Obstacles","","Category1","Plain Cards","Category2","Hindu Cards","","","","","1000","deny","manual","3.5","","1","1","","GAN-OR982.jpg","","","","GAN-ORb997.jpg","lb","","","",""
"LAK-PB","Goddess Lakshmi Card","Goddess Lakshmi By Santa Fe Artist Patti Blair","LAK-PB","
Greeting Card With Matching Envelope","Goddess Lakshmi, hindu goddess of wealth, beauty and love, Artist Patti Blair, Santa Fe, artists","","Category1","Plain Cards","Category2","Hindu Cards","","","","","1000","deny","manual","3.5","","1","1","","LAK-PB727.jpg","","","","LAK-PBb728.jpg","lb","","","",""
"GUAD-PB-EMB","Our Lady of Guadalupe Embellished Card","Our Lady of Guadalupe 
Greeting Card, Hand-Embellished With Gitter and Crystals, With Matching Envelope","GUAD-PB-EMB","
From an Original Watercolor by Santa Fe Artist Patti Blair","Our Lady of Guadalupe, Virgin of Guadalupe","","Category1","Embellished Cards","Category2","Christian Cards","","","0.1","","982","deny","manual","8","","1","1","","GUAD-PB3871.jpg","","","","GUAD-PB-B2.jpeg","lb","","","",""
"MAR-MIR-EMB","Miraculous Mary Embellished Card","Miraculous Mary by Charles B. Chambers Card","MAR-MIR-EMB","
Greeting Card, Hand-Embellished With Glitter And Crystals, With Matching Envelope.","Miraculous Mary, Mary, Mother Mary, Virgin Mary, Charles Chambers, Mother of God, The Virgin","","Category1","Embellished Cards","Category2","Christian Cards","","","0.1","","978","deny","manual","8","","1","1","","MAR-MIR848.jpg","","","","MAR-MIR-EMBb453.jpg","lb","","","",""
"GAN-OR-EMB","Lord Ganesh Embellished Card","Lord Ganesh, Remover of Obstacles","GAN-OR-EMB","
Greeting Card Hand-Embellished with Glitter and Crystals, with Matching Envelope.","Ganesh, Hindu God Ganesh, Ganesha, Lord Ganesh, Elephant-Faced God, Hindu Elephant God.","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","962","deny","manual","8","","1","1","","GAN-OR365.jpg","","","","GAN-ORb366.jpg","lb","","","",""
"SHAK-2-CL-EMB","Shakti, Divine Feminine Creative Force Embellished Card    ","Shakti, Divine Feminine Creative Force Card","SHAK-2-CL-EMB","
Greeting Card, Hand-Embellished With Glitter And Crystals, With Matching Envelope","Shakti, Divine Feminine Creatrix, Divine Feminine Power, Feminine Power, Female Creator","","Category1","Embellished Cards","Category2","Art Cards","","","0.1","","979","deny","manual","8","","1","1","","SHAK-2-CL402.jpg","","","","SHAK-2-CLb7411.jpg","lb","","","",""
"DHAN-EMB","Lord Dhanvantari Embellished Card","Lord Dhanvantari, Avatar of Vishnu, Hindu God of Medicine","DHAN-EMB","
Greeting Card, Hand Embellished With Glitter and Crystals, With Matching Envelope","Lord Dhanvantari, Avatar of Vishnu, God of Medicine, Father of Auyrveda, Auyrvedic Healing","","Category1","Embellished Cards","Category2","Hindu Cards","","","","","994","deny","manual","8","","1","1","","DHAN-EMB499.jpg","","","","","lb","","","",""
"GAY-DEV","Gayatri Devi Card","Gayatri Devi, Source of Brahma's Power","GAY-DEV","
Greeting Card With Matching Envelope","Gayatri Devi, Gayatri Mantra, Brahma&quot;s Consort","","Category1","Plain Cards","Category2","Hindu Cards","","","","","997","deny","manual","3.5","","1","1","","GAY-DEV716.jpg","","","","GAY-DEVb717.jpg","lb","","","",""
"DHAN","Lord Dhanvantari Card","Lord Dhanvantari, Avatar of Vishnu, Ayurvedic God of Medicine Card","DHAN","
 Greeting Card With Matching Envelope","Lord Dhanvantari, Avatar of Vishnu, Father of Auyrveda, Hindu God of Medicine, healer","","Category1","Plain Cards","Category2","Hindu Cards","","","","","995","deny","manual","3.5","","1","1","","DHAN995.jpg","","","","DHANb998.jpg","lb","","","",""
"BAL","&quot;Balance&quot; Card","Balance Your Steps As You Walk The Tightrope Of Life Card","BAL","
Greeting Card With Matching Envelope","balance, life, tightrope, balance your steps, steps, walking, elephant","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","998","deny","manual","3.5","","1","1","","M-BAL575.jpg","","","","M-BALb049.jpg","lb","","","",""
"SYM","&quot;With Sympathy&quot; Card","""With Sympathy"" Card","SYM","
Greeting Card With Matching Envelope","sympathy, condolences, so sorry, sorry for your loss, loss","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","991","deny","manual","3.5","","1","1","","M-SYM568.jpg","","","","SYMb695.jpg","lb","","","",""
"M-HAR-PL","&quot;Harmony&quot; Card","Two Horses, Black &amp; White ""Harmony"" Card","M-HAR-PL","
Greeting Card With Matching Envelope","horses, harmony, black, white, black & white, animals, stallions","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","M-HAR579.jpg","","","","M-HARb580.jpg","lb","","","",""
"M-LV-PL","&quot;Love&quot; Card","Love ""Message"" Card, Verse by Kahlil Gibran","M-LV-PL","
Greeting Card With Matching Envelope","love, message, greeting, lovers, Kahlil Gibran, verse, embrace, hugs","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","1000","deny","manual","3","","1","1","","M-LV597.jpg","","","","M-LVb598.jpg","lb","","","",""
"ANI","&quot;Bless The Animals&quot; Card","A Blessing For All Beings Card ","ANI","
Greeting Card with Matching Envelope","animals, blessing, all beings, message card, special occasion card, greeting card, angel","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","996","deny","manual","3.5","","1","1","","M-ANI577.jpg","","","","M-ANIb045.jpg","lb","","","",""
"LOSS","&quot;So Sorry For Your Loss&quot; Card ","So Sorry For Your Loss, Animal Condolence Card","LOSS","
Greeting Card With Matching Envelope","your loss, condolences, sorry for your loss, prayer, St. Francis, Prayer of St. Francis, loss, animal loss","","Category1","Plain Cards","Category2","Christian Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","M-LOSS869.jpg","","","","M-LOSSb058.jpg","lb","","","",""
"BUD-DP-PL","Buddha at Deer Park Card","Buddha With Disciples Teaching At Deer Park Card","BUD-DP-PL","
Greeting Card With Matching Envelope","Buddha, Deer Park, Loving Kindness Prayer, Prayer, Buddhist Prayer, Teaching, Buddha's Teaching, Instruction, Students, Buddha's Students","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.1","","994","deny","manual","3.5","","1","1","","BUD-DP924.jpg","","","","BUD-DPb923.jpg","lb","","","",""
"GAN-LAP-PL","Lapis Ganesh Card","Lapis Ganesh Card. Hindu God Lord Ganesh is the Remover of Obstacles, Protector of the Gods, Lord of the Universe, and Leader of All The Celestial Bodies.","GAN-LAP-PL","
Greeting Card With Matching Envelope","Ganesh, Hindu God Ganesh, Ganesha, Lord Ganesh, Elephant-Faced God, Hindu Elephant God.","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","GAN-LAP966.jpg","","","","GAN-LAPb967.jpg","lb","","","",""
"SAR-SIT-EMB-PR","Goddess Saraswati Embellished Print","Hindu Goddess Saraswati Hand-Embellished Print
 ","SAR-SIT-EMB-PR","
Saraswati is the Goddess of Creativity, Music, Inspiration &amp; Language and is the Mother of the entire Creation.","Saraswati, Hindu Goddess Saraswati, Goddess Saraswati, Hindu Goddess, goddess of learning, goddess of inspiration, mother of creation, mother of all knowledge, goddess of music, goddess of art, goddess of language, goddess of science, goddess of mathematics","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","999","deny","manual","24","","1","1","","SAR-SIT-EMB4921.jpg","","","","","lb","","","",""
"SAR-SIT-EMB-PR","","","","
Saraswati is the Goddess of Creativity, Music, Inspiration &amp; Language and is the Mother of the entire Creation.","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","30","","1","1","","SAR-SIT-EMB4921.jpg","","","","","lb","","","",""
"SAR-SIT-EMB","Goddess Saraswati Embellished Card","Saraswati is the Goddess of Creativity, Inspiration &amp; Language. She is the Creatrix and Mother of the entire Creation. Saraswati means ""the flowing one."" She is the personification of all knowledge - arts, language, music, mathematics and science.","SAR-SIT-EMB","
Greeting Card, Hand-embellished with Glitter and Crystals, with Matching Envelope","Saraswati, Hindu Goddess Saraswati, Goddess Saraswati, Hindu Goddess, goddess of learning, goddess of inspiration, mother of creation, mother of all knowledge, goddess of music, goddess of art, goddess of language, goddess of science, goddess of mathematics","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.5","","1000","deny","manual","8","","1","1","","SAR-SIT-EMB492.jpg","","","","SAR-SITb073.jpg","lb","","","",""
"QOF-PL","Queen Of The Forest Card","Queen Of The Forest Russian Fairytale Card","QOF-PL","
Greeting Card With Matching Envelope","queen, fairy, forest, nature, art card, insects, butterflies, birds, fairytales, Russian","","Category1","Plain Cards","Category2","Art Cards","","","0.2","","999","deny","manual","3.5","","1","1","","QOF731.jpg","","","","QOFb078.jpg","lb","","","",""
"AW-DL-ILU-PL","Illumination of The Dalai Lama Card","""The Ascending World Collection""
Greeting Card With Matching Envelope","AW-DL-ILU-PL","
Illumination of The Dalai Lama Card","Dalai Lama, His Holiness The Dalai Lama, Leader of Tibet, Tibet, Illumination, Enlightenment, Blessing, Enlightenment","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.2","","996","deny","manual","3.5","","1","1","","AW-DL-ILU559.jpg","","","","AW-DL-ILUb080.jpg","lb","","","",""
"AW-OAK-PL","The Spirit Of Oak Card","The Ascending World Collection
Greeting Card With Matching Envelope","AW-OAK-PL","
The Spirit Of The Oak Tree Card","Oak Tree, Spirit, Old Spirits, Nature, Trees, Old oak, Old Trees, Cards of Trees","","Category1","Plain Cards","Category2","Ascending World Cards","","","0.2","","1000","deny","manual","3.5","","1","1","","AW-OAK345.jpg","","","","AW-OAKb086.jpg","lb","","","",""
