"Handle","Title","Body","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Grams","Variant Inventory Tracker","Variant Inventory Quantity","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare at Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Variant Image","Variant Weight Unit","Variant Tax Code","SEO Title ","SEO Description","Collection"
"K&R-2-EMB-PR","Krishna and Radha Embellished Print","Lord Krishna and Radha, The Divine Couple","K&R-2-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Krishna and Radha, Hindu Divine Couple, Lord Krishna and His Consort Radha","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","999","deny","manual","24","","1","1","","KR-2-EMB514-20162102054541.jpg","","","","","lb","","","",""
"K&R-2-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","30","","1","1","","KR-2-EMB514-20162102054541.jpg","","","","","lb","","","",""
"K&R-2-PL-PR","Krishna and Radha Print","Lord Krishna is the eighth incarnation of Lord Vishnu. He is the supreme<br />statesman, warrior, hero, teacher and philosopher, and author of the Bhagavad Gita. He has been called 'The Divine Ecstatic' because the sound of Krishna's flute beckons souls to awaken and to become absorbed in the call of the Divine. Radha is Lord Krishna's consort. She symbolizes the individual soul that yearns for, and then awakens to the love of God: finally realizing complete Divine Union.","K&R-2-PL-PR","
Custom Print","Krishna and Radha, Hindu Divine Couple, Lord Krishna and His Consort Radha","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","14","","1","1","","K-R-2-A2.jpg","","","","","lb","","","",""
"K&R-2-PL-PR","","","","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","100","","999","deny","manual","20","","1","1","","K-R-2-A2.jpg","","","","","lb","","","",""
"K&R-EMB-PR","Krishna & Radha Embellished Print","Lord Krishna is the eighth incarnation of Lord Vishnu. He is the supreme<br />statesman, warrior, hero, teacher and philosopher, and author of the Bhagavad Gita. He has been called 'The Divine Ecstatic' because the sound of Krishna's flute beckons souls to awaken and to become absorbed in the call of the Divine. Radha is Lord Krishna's consort. She symbolizes the individual soul that yearns for, and then awakens to the love of God: finally realizing complete Divine Union.","K&R-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Krishna and Radha, Hindu Divine Couple, Lord Krishna and His Consort Radha","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","24","","1","1","","KR-EMB512-20162102054452.jpg","","","","","lb","","","",""
"K&R-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","30","","1","1","","KR-EMB512-20162102054452.jpg","","","","","lb","","","",""
"K&R-PL","Krishna & Radha Card","Radha Krishna, The Divine Couple, Card","K&R-PL","
Greeting Card With Matching Envelope","Krishna and Radha, Hindu Divine Couple, Lord Krishna and His Consort Radha, Krishna, Rhada","","Category1","Plain Cards","Category2","Hindu Cards","","","0.5","","98","deny","manual","3.5","","1","1","","R-K038.jpg","","","","R-Kb037.jpg","lb","","","",""
"K&R-PL-PR","Krishna & Radha Print","Lord Krishna is the eighth incarnation of Lord Vishnu. He is the supreme statesman, warrior, hero, teacher and philosopher, and author of the Bhagavad Gita. He has been called 'The Divine Ecstatic' because the sound of Krishna's flute beckons souls to awaken and to become absorbed in the call of the Divine. Radha is Lord Krishna's consort. She symbolizes the individual soul that yearns for, and then awakens to the love of God: finally realizing complete Divine Union.","K&R-PL-PR","Custom Print","","","Category1","Plain Prints","Category2","Hindu Cards","","","0.5","","100","deny","manual","14","","1","1","","K-R-A.jpg","","","","","lb","","","",""
"K&R-PL-PR","","","","Custom Print","","","Category1","Plain Prints","Category2","Hindu Cards","","","0.5","","100","deny","manual","20","","1","1","","K-R-A.jpg","","","","","lb","","","",""
"KAL-BLK-EMB-PR","Goddess Kali Embellished Print","Slayer of Time &amp; Death, Destroyer of Illusion: Kali literally means both 'death' and 'time.' Goddess Kali represents the state where time, space and causation have disappeared. She is both the destroyer and creatrix and is the consort of Lord Shiva. ""My child, you need not know much in order to please Me.  Only Love Me dearly. Speak to me, as you would talk to your mother, if she had taken you in her arms.""","KAL-BLK-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Kali, Hindu Goddess Kali, The Black Goddess, Kali Ma, Mother of Durga, Goddess Kali","","Category1","Featured Item 2","Category2","Hindu Prints","","","0.5","","999","deny","manual","24","","1","1","","KAL-BLK-EMB4931.jpg","","","","","lb","","","",""
"KAL-BLK-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Featured Item 2","Category2","Hindu Prints","","","0.5","","1000","deny","manual","30","","1","1","","KAL-BLK-EMB4931.jpg","","","","","lb","","","",""
"KAL-BLK-PL-PR","Goddess Kali Print","Slayer of Time &amp; Death, Destroyer of Illusion: Kali literally means both 'death' and 'time.' Goddess Kali represents the state where time, space and causation have disappeared. She is both the destroyer and creatrix and is the consort of Lord Shiva. ""My child, you need not know much in order to please Me.  Only Love Me dearly. Speak to me, as you would talk to your mother, if she had taken you in her arms.""","KAL-BLK-PL-PR","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","14","","1","1","","KAL-BLK-EMB.jpg","","","","","lb","","","",""
"KAL-BLK-PL-PR","","","","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","20","","1","1","","KAL-BLK-EMB.jpg","","","","","lb","","","",""
"KAL-BLK-PL","Kali Ma Card","Kali Ma, In Her Black Form, Card","KAL-BLK-PL","
Greeting Card With Matching Envelope","kali, kali ma, maha kali, dark goddess Kali, hindu dark goddess, hindu goddess kali, black, colors, Black Kali","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","994","deny","manual","3.5","","1","1","","KAL-BLK015.jpg","","","","KAL-BLKb014.jpg","lb","","","",""
"KAL-BLU-EMB-PR","Goddess Kali Embellished Print","Slayer of Time &amp; Death, Destroyer of Illusion - Only when you drink from the river of silence shall you indeed sing. And when you have reached the mountain top, then you shall begin to climb. And when the earth shall claim your limbs, then you shall truly dance.","KAL-BLU-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Kali, Hindu Goddess Kali, The Black Goddess, Kali Ma, Mother of Durga, Goddess Kali","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","24","","1","1","","KAL-BLU-EMB4911.jpg","","","","","lb","","","",""
"KAL-BLU-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","30","","1","1","","KAL-BLU-EMB4911.jpg","","","","","lb","","","",""
"MAH-KAL-EMB-PR","Maha Kali Embellished Print","Maha Kali, Feminine Destroyer and Creatrix","MAH-KAL-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Kali, Hindu Goddess Kali, The Destroyer and Creatrix, Consort of Lord Shiva, The Black Goddess, Kali Ma, Mother of Durga, Goddess Kali","","Category1","Embellished Prints","Category2","Hindu Prints","","","","","1000","deny","manual","24","","1","1","","MAH-KAL-EMB5111.jpg","","","","","lb","","","",""
"KAL-BLU-PL-PR","Goddess Kali Print","Slayer of Time &amp; Death, Destroyer of Illusion - Only when you drink from the river of silence shall you indeed sing. And when you have reached the mountain top, then you shall begin to climb. And when the earth shall claim your limbs, then you shall truly dance.","KAL-BLU-PL-PR","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","14","","1","1","","KAL-BLU-A2.jpg","","","","","lb","","","",""
"KAL-BLU-PL-PR","","","","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","20","","1","1","","KAL-BLU-A2.jpg","","","","","lb","","","",""
"KY-DG-EMB-PR","Kuan Yin Riding the Dragon Embellished Print","Kuan YinRiding the Dragon. Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'
 ","KY-DG-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother, Kuan Yin Riding the Dragon, Dragon","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","24","","1","1","","KY-DG-EMB4281.jpg","","","","","lb","","","",""
"KY-DG-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","99","deny","manual","30","","1","1","","KY-DG-EMB4281.jpg","","","","","lb","","","",""
"KY-NC-EMB-PR","Kuan Yin With Nectar of Compassion Embellished Print","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'","KY-NC-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals ","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon, Divine Nectar, Nectar of Compassion","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","1000","deny","manual","24","","1","1","","KY-NC-EMB4251.jpg","","","","","lb","","","",""
"KY-DG-PL-PR","Kuan Yin Print","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'","KY-DG-PL-PR","
Custom 8 X 10 Art Print","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother.","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","93","deny","manual","14","","1","1","","KY-DG6511.jpg","","","","","lb","","","",""
"KY-DG-PL-PR","","","","
Custom 8 X 10 Art Print","","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","96","deny","manual","20","","1","1","","KY-DG6511.jpg","","","","","lb","","","",""
"M-LV-U-PL","&quot;Love You&quot; Card","""Love You"" Card, Image (The Kiss) by Gustav Klimt","M-LV-U-PL","
Greeting Card With Matching Envelope","kiss, love, Gustav Klimt, lovers, embrace, man & woman","","Category1","Plain Cards","Category2","Message Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","M-LV-U600.jpg","","","","M-LV-Ub599.jpg","lb","","","",""
"KY-DG-PL","Kuan Yin Riding The Dragon Card","Kuan Yin Riding The Dragon On Stormy Seas Card","KY-DG-PL","
Greeting Card With Matching Envelope","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Dragons, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon, Riding Dragons, stormy seas","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.1","","967","deny","manual","3.5","","1","1","","KY-DG651.jpg","","","","KY-DGb652.jpg","lb","","","",""
"KY-LO-EMB-PR","Kuan Yin On a White Lotus Embellished Print","""Listen to the deeds of Kuan Yin responding compassionately on every side with great vows, deep as the ocean, through inconceivable periods of time, serving innumerable Buddhas, giving great, clear, and pure vows. To hear her name, to see her body, to hold her in the heart, is not in vain, for she can extinguish the suffering of existence."" ~ From the Buddhist Lotus Sutra","KY-LO-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon, Divine Nectar, Nectar of Compassion, White, White Lotus, Lotus Flower","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","95","deny","manual","24","","1","1","","KY-LO-EMB427.jpg","","","","","lb","","","",""
"KY-LO-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Buddhist Prints","","","","","97","deny","manual","30","","1","1","","KY-LO-EMB427.jpg","","","","","lb","","","",""
"KY-LO-PL","Kuan Yin On Lotus Card","Buddhist Goddess of Compassion, Kwan Yin Card","KY-LO-PL","
Greeting Card With Matching Envelope","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother.","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.1","","957","deny","manual","3.5","","1","1","","KY-LO649.jpg","","","","KY-LO-B.jpeg","lb","","","",""
"GT-3-PL","Goddess Green Tara","<span class=""normal"">Goddess Green Tara, Female Buddha of Enlightened Activity Card</span>","GT-3-PL","
Greeting Card With Matching Envelope","Green Tara, Goddess Tara, Tara, compassion, health, wellbeing, wellness, healing, long life, abundance, prosperity, Female Buddha, enlightened activity","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.1","","991","deny","manual","3.5","","1","1","","GT-3940.jpg","","","","GT-3b948.jpg","lb","","","",""
"KY-LO-PL-PR","Kuan Yin Print","""Listen to the deeds of Kuan Yin responding compassionately on every side with great vows, deep as the ocean, through inconceivable periods of time, serving innumerable Buddhas, giving great, clear, and pure vows. To hear her name, to see her body, to hold her in the heart, is not in vain, for she can extinguish the suffering of existence."" ~ From the Buddhist Lotus Sutra","KY-LO-PL-PR","
Custom 8 X 10 Art Print","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother.","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","14","","1","1","","KY-LO6491.jpg","","","","","lb","","","",""
"KY-LO-PL-PR","","","","
Custom 8 X 10 Art Print","","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","20","","1","1","","KY-LO6491.jpg","","","","","lb","","","",""
"KYLP-EMB-PR","Kuan Yin Embellished Print","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'","KYLP-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Bodhisattva Kuan Yin, Kwan Yin, Guan Yin, Guan Shih Yin, Kuan Shih Yin, Quan Am, Guanyin, Kuanin,Great Mother, Goddess of Mercy, Mother of Compassion, Avalokitesvara, Mazu, A-ma, Matsu, Goddess of the Southern Sea, Kwannon  ","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","98","deny","manual","24","","1","1","","KY-LP-EMB423.jpg","","","","","lb","","","",""
"KYLP-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Buddhist Prints","","","0.5","","98","deny","manual","30","","1","1","","KY-LP-EMB423.jpg","","","","","lb","","","",""
"KYLP-PL-PR","Kuan Yin In Lordly Pose Print","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'","KYLP-PL-PR","
Custom 8 X 10 Art Print","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother.","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","98","deny","manual","14","","1","1","","KY-LP9361.jpg","","","","","lb","","","",""
"KYLP-PL-PR","","","","
Custom 8 X 10 Art Print","","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","99","deny","manual","20","","1","1","","KY-LP9361.jpg","","","","","lb","","","",""
"LAK-EL-EMB-PR","Goddess Lakshmi Embellished Print","Goddess of Love, Beauty and Prosperity: Salutations to you, Oh Goddess Lakshmi. You are the divine mother, the seat of all prosperity, and worshipped even by the Gods. You hold the conch, the divine wheel and the mace in your hands. We worship the great Goddess and all Hail to the spouse of Vishnu. May Mother Lakshmi stimulate us and make us flourish.","LAK-EL-EMB-PR","
Custom Print Hand-Embellished With Glitter And Crystals","Goddess Lakshmi, Lakshmi, Goddess of Love, Goddess of Wealth, Goddess of Abundance, Goddess of Beauty, wealth, prosperity, abundance, wealth, Hindu Goddesses, Goddesses, Maha Lakshmi","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","24","","1","1","","LAK-EL-EMB8601.jpg","","","","","lb","","","",""
"LAK-EL-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter And Crystals","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","998","deny","manual","30","","1","1","","LAK-EL-EMB8601.jpg","","","","","lb","","","",""
"LAK-EL-PL-PR","Goddess Lakshmi Print","Goddess of Love, Beauty and Prosperity: Salutations to you, Oh Goddess Lakshmi. You are the divine mother, the seat of all prosperity, and worshipped even by the Gods. You hold the conch, the divine wheel and the mace in your hands. We worship the great Goddess and all Hail to the spouse of Vishnu. May Mother Lakshmi stimulate us and make us flourish.","LAK-EL-PL-PR","
Goddess Lakshmi 8 X 10 Custom Art Print","Goddess Lakshmi, Lakshmi, Goddess of Love, Goddess of Wealth, Goddess of Abundance, Goddess of Beauty, wealth, prosperity, abundance, wealth, Hindu Goddesses, Goddesses, Maha Lakshmi","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","998","deny","manual","14","","1","1","","LAK-EL855.jpg","","","","","lb","","","",""
"LAK-EL-PL-PR","","","","
Goddess Lakshmi 8 X 10 Custom Art Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","24","","1","1","","LAK-EL855.jpg","","","","","lb","","","",""
"AN-MUS-PL","Angelic Musicians Card","Angelic Musicians Playing In The Rain Card","AN-MUS-PL","
<span class=""smallPrint"">Greeting Card With Matching Envelope</span>","angelic, angels, musicians, music, rain, playing in the rain, angelic host, heavenly host, heavenly music, angel musicians","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","996","deny","manual","3.5","","1","1","","AN-MUS894.jpg","","","","AN-MUSb895.jpg","lb","","","",""
"LAK-PL-PR","Lakshmi Print","Custom Print","LAK-PL-PR","","","","Category1","Plain Prints","Category2","Hindu Cards","","","0.5","","100","deny","manual","14","","1","1","","LAK-A.jpg","","","","","lb","","","",""
"LAK-PL-PR","","","","","","","Category1","Plain Prints","Category2","Hindu Cards","","","0.5","","100","deny","manual","20","","1","1","","LAK-A.jpg","","","","","lb","","","",""
"LD-RAM-EMB","Rama Embellished Card","Greeting Card Hand-embellished with Glitter and Crystals, with Pearl or Gold Envelope","LD-RAM-EMB","","","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","995","deny","manual","8","","1","1","","LD-RAM-EMB526.jpg","","","","LD-RAM-EMBb529.jpg","lb","","","",""
"MAH-KAL-EMB","Kali Embellished Card","Maha Kali, Feminine Destroyer and Creatrix","MAH-KAL-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Kali, Hindu Goddess Kali, The Destroyer and Creatrix, Consort of Lord Shiva, The Black Goddess, Kali Ma, Mother of Durga, Goddess Kali","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.5","","1000","deny","manual","8","","1","1","","MAH-KAL-EMB511.jpg","","","","MAH-KALb1411.jpg","lb","","","",""
"MAR-HT-1-PL-PR","Mother Mary Print","Hail Mary! Again and again we greet the Mother of God and our Mother sweet. We look on that beautiful, loving face so full of glory, so full of grace. And we sigh for the day when we shall rest in thy tender arms, on thy loving breast. The day when our exile will be past, when thou shalt show us thy Child at last. ~ Cardinal Wiseman","MAR-HT-1-PL-PR","
Custom Print","Mother Mary, Pink Heart, Virgin Mary, Madonna","","Category1","Plain Prints","Category2","Christian Prints","","","0.1","","99","deny","manual","14","","1","1","","MAR-HT-1-A1.jpg","","","","","lb","","","",""
"P-DR-PB-EMB-PR","Purple Dragon Embellished Print","Purple Dragon","P-DR-PB-EMB-PR","
From an Original Watercolor by Santa Fe Artist Patti Blair","Dragons, Purple Dragon, Patti Blair, Mythological Animals","","Category1","Embellished Prints","Category2","Art Prints","","","","","1000","deny","manual","24","","1","1","","P-DR-PB382.jpg","","","","","lb","","","",""
"MAR-HT-1-EMB-PR","Mary Embellished Print","Custom Print Hand-embellished with Glitter and Crystals","MAR-HT-1-EMB-PR","","","","Category1","Embellished Cards","Category2","Christian Cards","","","0.5","","100","deny","manual","20","","1","1","","MAR-HT-1-EMB.jpg","","","","","lb","","","",""
"MAR-IM-EMB-PR","Immaculate Mary Embellished Print","""O Virgin Mary, My Mother. I give to your Immaculate Heart, my body and my soul, my thoughts and my actions. I want to be what you want me to be, and do just what you want me to do. I am not afraid because you are always with me.","MAR-IM-EMB-PR","
Custom Print, Hand-Embellished With Glitter and Crystals","Miraculous Mary, Mary, Mother Mary, Virgin Mary, Mother of God, The Virgin, Divine Mother, Madonna, Immaculate Heart","","Category1","Embellished Prints","Category2","Christian Prints","","","0.5","","93","deny","manual","24","","1","1","","MAR-IM-EMB4661.jpg","","","","","lb","","","",""
"MAR-IM-PL-PR","Immaculate Mary Print","Immaculate Mary Print
Custom Art Print","MAR-IM-PL-PR","
""O Virgin Mary, My Mother. I give to your Immaculate Heart, my body and my soul, my thoughts and my actions. I want to be what you want me to be, and do just what you want me to do. I am not afraid because you are always with me. Help me to love your Son Jesus, with all my heart. And above all things, take my hand in yours so I can always be with you. Amen.""","Miraculous Mary, Mary, Mother Mary, Virgin Mary, Mother of God, The Virgin, Divine Mother, Madonna, Immaculate Heart","","Category1","Plain Prints","Category2","Christian Prints","","","0.5","","95","deny","manual","14","","1","1","","MAR-IM7931.jpg","","","","","lb","","","",""
"MAR-IM-PL-PR","","","","
""O Virgin Mary, My Mother. I give to your Immaculate Heart, my body and my soul, my thoughts and my actions. I want to be what you want me to be, and do just what you want me to do. I am not afraid because you are always with me. Help me to love your Son Jesus, with all my heart. And above all things, take my hand in yours so I can always be with you. Amen.""","","","Category1","Plain Prints","Category2","Christian Prints","","","","","99","deny","manual","20","","1","1","","MAR-IM7931.jpg","","","","","lb","","","",""
"MAR-OB-EMB-PR","Ostra Brama Mary Embellished Print","Ostra Brama Mary - Circa 1570, this icon is presently found in he chapel of the Dawn Gate of Vilinius, in Lithuania. The Madonna's crossed hands show an attitude of prayer and the Mother is depicted without the Child. In 1927 Our Lady of the Dawn Gate was given Papal recognition as a holy pilgrimage site.","MAR-OB-EMB-PR","
Custom Print, Hand-Embellished With Glitter and Crystals","Miraculous Mary, Mary, Mother Mary, Virgin Mary, Mother of God, The Virgin, Divine Mother, Madonna, Ostra Brama Mary, Dawn Gate","","Category1","Embellished Prints","Category2","Christian Prints","","","0.5","","100","deny","manual","24","","1","1","","MAR-OB8491.jpg","","","","","lb","","","",""
"MAR-OB-PL-PR","Ostra Brama Mary Print","Ostra Brama Mary - Circa 1570, this icon is presently found in he chapel of the Dawn Gate of Vilinius, in Lithuania. The Madonna's crossed hands show an attitude of prayer and the Mother is depicted without the Child. In 1927 Our Lady of the Dawn Gate was given Papal recognition as a holy pilgrimage site.","MAR-OB-PL-PR","
8 X 10 Custom Print","Mary, Madonna, Mother Mary, Ostra Brama Mary, Virgin Mary","","Category1","Plain Prints","Category2","Christian Prints","","","0.5","","100","deny","manual","14","","1","1","","MAR-OB7811.jpg","","","","MAR-OB-B.jpg","lb","","","",""
"DRAG-RD-EMB-PR","Red Dragon Embellished Print","The Red Dragon","DRAG-RD-EMB-PR","
Hand-Embellished Print With Glitter and Cyrstals","Dragons, Red Dragon, Mythological Animals","","Category1","Embellished Prints","Category2","Art Prints","","","","","1000","deny","manual","24","","1","1","","DRAG-RD3811.jpg","","","","","lb","","","",""
"MAR-OB-PL","Ostra Brama Mary Card","Ostra Brama Mary Of Lithuania Card","MAR-OB-PL","
Greeting Card With Matching Envelope","Mary, Ostra Brama Mary, Madonna, Virgin Mary, Holy Mother, Lithuania","","Category1","Plain Cards","Category2","Christian Cards","","","0.1","","997","deny","manual","3.5","","1","1","","MAR-OB781.jpg","","","","MAR-OBb780.jpg","lb","","","",""
"MAR-ROS-PL","Mother Mary Card","Mother Mary With A Rose Card","MAR-ROS-PL","
Greeting Card With Matching Envelope","mary, queen of heaven, mother mary, virgin mary, roses, madonna","","Category1","Plain Cards","Category2","Christian Cards","","","0.1","","963","deny","manual","3.5","","1","1","","MAR-ROS790.jpg","","","","MAR-ROSb791.jpg","lb","","","",""
"MC-LIL-EMB-PR","Mary and Child Embellished Print","A Child's Prayer to Mary of the Lilies - ""O Virgin Mary, My Mother. I give to your Immaculate Heart, my body and my soul, my thoughts and my actions. I want to be what you want me to be, and do just what you want me to do. I am not afraid because you are always with me. Help me to love your Son Jesus, with all my heart. And above all things, take my hand in yours so I can always be with you. Amen.""","MC-LIL-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Mother and Child, Madonna and Child, Mary and Child, Baby Jesus, Christ Child, Mother Mary, Immaculate Conception, Lilies, Flowers","","Category1","Embellished Prints","Category2","Christian Prints","","","0.5","","1000","deny","manual","24","","1","1","","MC-LIL-EMB4681.jpg","","","","","lb","","","",""
"MC-LIL-PL-PR","Mother and Child  Print","A Child's Prayer to Mary of the Lilies - ""O Virgin Mary, My Mother. I give to your Immaculate Heart, my body and my soul, my thoughts and my actions. I want to be what you want me to be, and do just what you want me to do. I am not afraid because you are always with me. Help me to love your Son Jesus, with all my heart. And above all things, take my hand in yours so I can always be with you. Amen.""","MC-LIL-PL-PR","
8 X 10 Art Print","Mary, Mother Mary, Mary and Child, Madonna and Child, Virgin Mary, the Virgin, Lilies, Flowers","","Category1","Plain Prints","Category2","Christian Prints","","","0.5","","996","deny","manual","14","","1","1","","MC-LIL8021.jpg","","","","","lb","","","",""
